date,product_id,category,season,time_period,sales_amount,units_sold,profit_margin,growth_rate
2020-09-21,5,shoes,fall,q3,52950.00000000001,975,0.3999999999999999,0.0435
2020-09-22,6,shoes,fall,q3,71068.0,1203,0.5549999999999999,0.059
2020-09-23,1,accessories,fall,q3,72802.0,1334,0.5,-0.049499999999999995
2020-09-24,2,apparel,fall,q3,54230.000000000015,1105,0.3999999999999999,0.0010000000000000009
2020-09-25,3,shoes,fall,q3,42975.0,975,0.31,0.0035000000000000005
2020-09-26,4,shoes,fall,q3,41445.0,935,0.365,-0.0245
2020-09-27,5,shoes,fall,q3,50375.00000000001,935,0.42499999999999993,0.0215
2020-09-28,6,shoes,fall,q3,61765.00000000001,1048,0.565,0.0475
2020-09-29,1,accessories,fall,q3,75120.0,1270,0.525,0.0415
2020-09-30,2,apparel,fall,q3,51355.000000000015,1040,0.4,0.009499999999999995
2020-10-01,3,shoes,fall,q4,45791.00000000001,928,0.32,-0.0265
2020-10-02,4,shoes,fall,q4,43190.00000000001,882,0.37,-0.002999999999999999
2020-10-03,5,shoes,fall,q4,52773.00000000001,889,0.425,0.0945
2020-10-04,6,shoes,fall,q4,66782.0,1048,0.5750000000000001,0.014500000000000002
2020-10-05,1,accessories,fall,q4,72164.0,1219,0.515,0.1435
2020-10-06,2,apparel,fall,q4,50976.000000000015,1024,0.415,0.0765
2020-10-07,3,shoes,fall,q4,47554.00000000001,969,0.31,-0.0085
2020-10-08,4,shoes,fall,q4,48648.000000000015,977,0.37,0.014
2020-10-09,5,shoes,fall,q4,61230.0,945,0.425,0.0315
2020-10-10,6,shoes,fall,q4,73132.0,1063,0.55,0.043
2020-10-17,1,accessories,fall,q4,20073.0,581,0.4,0.018
2020-10-18,2,apparel,fall,q4,10895.0,315,0.35,0.10350000000000001
2020-10-19,3,shoes,fall,q4,7762.0,313,0.37,-0.068
2020-10-20,1,accessories,fall,q4,59742.0,1404,0.4066666666666667,0.062
2020-10-20,4,shoes,fall,q4,3754.0000000000005,126,0.4,0.022500000000000006
2020-10-21,2,apparel,fall,q4,60435.0,1449,0.4133333333333333,-0.030000000000000002
2020-10-21,5,shoes,fall,q4,8427.0,189,0.375,0.0935
2020-10-22,3,shoes,fall,q4,60486.0,1312,0.40666666666666657,0.11133333333333333
2020-10-22,6,shoes,fall,q4,10830.0,315,0.505,-0.0285
2020-10-23,1,accessories,fall,q4,21820.0,635,0.4,0.1385
2020-10-23,4,shoes,fall,q4,51774.0,1108,0.5,0.029333333333333336
2020-10-24,2,apparel,fall,q4,6542.0,188,0.37499999999999994,0.078
2020-10-24,5,shoes,fall,q4,43290.0,1040,0.35666666666666663,0.032999999999999995
2020-10-25,3,shoes,fall,q4,6400.0,256,0.36,0.0465
2020-10-25,6,shoes,fall,q4,72063.0,1386,0.5633333333333334,0.01966666666666667
2020-10-26,1,accessories,fall,q4,63164.0,1521,0.41,0.08766666666666667
2020-10-26,4,shoes,fall,q4,2790.0000000000005,95,0.41,0.0665
2020-10-27,2,apparel,fall,q4,66612.0,1568,0.4166666666666667,0.11699999999999999
2020-10-27,5,shoes,fall,q4,8554.0,194,0.355,0.042499999999999996
2020-10-28,3,shoes,fall,q4,65809.0,1403,0.4066666666666667,0.03666666666666667
2020-10-28,6,shoes,fall,q4,10085.0,290,0.5,0.057499999999999996
2020-10-29,1,accessories,fall,q4,22324.0,561,0.425,0.0475
2020-10-29,4,shoes,fall,q4,51114.0,1092,0.5166666666666667,-0.05666666666666667
2020-10-30,2,apparel,fall,q4,6330.0,160,0.35,-0.035
2020-10-30,5,shoes,fall,q4,42588.0,1027,0.36999999999999994,-0.004
2020-10-31,3,shoes,fall,q4,6787.000000000001,228,0.375,0.1325
2020-10-31,6,shoes,fall,q4,75879.0,1467,0.5566666666666666,0.03233333333333333
2020-11-01,1,accessories,fall,q4,46653.0,1248,0.39666666666666667,0.07666666666666667
2020-11-01,4,shoes,fall,q4,1099.0,32,0.425,0.041499999999999995
2020-11-02,2,apparel,fall,q4,56440.0,1217,0.24666666666666667,0.121
2020-11-02,5,shoes,fall,q4,4643.0,94,0.36,-0.0315
2020-11-03,3,shoes,fall,q4,57675.0,1263,0.4066666666666667,0.04933333333333334
2020-11-03,6,shoes,fall,q4,8786.0,222,0.5,-0.0115
2020-11-04,1,accessories,fall,q4,20320.0,520,0.41,0.059500000000000004
2020-11-04,4,shoes,fall,q4,47315.0,1019,0.35333333333333333,0.06933333333333334
2020-11-05,2,apparel,fall,q4,5064.0,128,0.36,0.05450000000000001
2020-11-05,5,shoes,fall,q4,46410.0,909,0.5566666666666666,0.02766666666666667
2020-11-06,3,shoes,fall,q4,3754.0000000000005,126,0.37,-0.017
2020-11-06,6,shoes,fall,q4,58555.0,1241,0.20333333333333334,0.07333333333333335
2020-11-07,1,accessories,fall,q4,49343.0,1337,0.42333333333333334,0.06733333333333334
2020-11-07,4,shoes,fall,q4,1099.0,32,0.425,-0.0915
2020-11-08,2,apparel,fall,q4,55144.0,1174,0.25333333333333335,0.04800000000000001
2020-11-08,5,shoes,fall,q4,3158.0,64,0.35,-0.036
2020-11-09,3,shoes,fall,q4,55734.0,1168,0.4166666666666667,0.08866666666666667
2020-11-09,6,shoes,fall,q4,8908.0,228,0.525,0.111
2020-11-10,1,accessories,fall,q4,27818.0,561,0.41000000000000003,-0.049999999999999996
2020-11-10,4,shoes,fall,q4,43210.0,915,0.3533333333333333,-0.061
2020-11-11,2,apparel,fall,q4,8686.0,194,0.355,0.0415
2020-11-11,5,shoes,fall,q4,41430.0,805,0.56,0.066
2020-11-12,3,shoes,fall,q4,6406.0,163,0.37,-0.024
2020-11-12,6,shoes,fall,q4,50302.0,1092,0.21666666666666667,0.09300000000000001
2020-11-13,1,accessories,fall,q4,63562.0,1352,0.39666666666666667,0.062333333333333324
2020-11-13,4,shoes,fall,q4,2468.0,63,0.42,-0.0165
2020-11-14,2,apparel,fall,q4,61159.0,1106,0.24333333333333332,0.068
2020-11-14,5,shoes,fall,q4,5124.999999999999,95,0.355,0.1195
2020-11-15,3,shoes,fall,q4,63035.0,1113,0.41333333333333333,0.02733333333333333
2020-11-15,6,shoes,fall,q4,13458.0,226,0.52,-0.0545
2020-11-16,1,accessories,fall,q4,23789.0,531,0.42,0.1905
2020-11-17,2,apparel,fall,q4,8862.0,224,0.355,0.0005000000000000004
2020-11-18,3,shoes,fall,q4,7676.0,222,0.37499999999999994,-0.001999999999999995
2020-11-19,4,shoes,fall,q4,6690.0,195,0.41,-0.009500000000000001
2020-11-20,5,shoes,fall,q4,9705.0,195,0.36,0.11050000000000001
2020-11-21,6,shoes,fall,q4,22168.000000000004,406,0.505,0.033
2020-11-22,1,accessories,fall,q4,35340.0,710,0.41,-0.033
2020-11-23,2,apparel,fall,q4,16650.0,375,0.37499999999999994,-0.0655
2020-11-24,3,shoes,fall,q4,11268.0,288,0.36,0.0205
2020-11-25,4,shoes,fall,q4,8938.0,226,0.415,-0.08199999999999999
2020-11-26,5,shoes,fall,q4,12842.0,258,0.355,0.0375
2020-11-27,6,shoes,fall,q4,25917.000000000004,473,0.5,-0.0055
2020-11-28,1,accessories,fall,q4,32689.0,662,0.41000000000000003,0.038
2020-11-29,2,apparel,fall,q4,17241.0,387,0.355,0.0955
2020-11-30,3,shoes,fall,q4,11516.0,293,0.35,0.124
2020-12-01,4,shoes,winter,q4,7676.0,222,0.42000000000000004,0.0505
2020-12-02,5,shoes,winter,q4,8514.0,192,0.355,-0.0475
2020-12-03,6,shoes,winter,q4,20298.0,413,0.51,0.0945
2020-12-04,1,accessories,winter,q4,25109.0,563,0.415,-0.066
2020-12-05,2,apparel,winter,q4,12701.000000000002,323,0.37499999999999994,-0.0485
2020-12-06,3,shoes,winter,q4,4734.0,191,0.35,0.05
2020-12-07,4,shoes,winter,q4,3869.0,156,0.405,-0.0785
2020-12-08,5,shoes,winter,q4,5463.0,159,0.37,0.1805
2020-12-09,6,shoes,winter,q4,10028.0,252,0.51,0.098
2020-12-10,1,accessories,winter,q4,20892.999999999996,473,0.41,-0.02
2020-12-11,2,apparel,winter,q4,8972.0,258,0.365,-0.0865
2020-12-12,3,shoes,winter,q4,4300.0,125,0.36,0.093
2020-12-13,4,shoes,winter,q4,3297.0,96,0.405,0.006999999999999999
2020-12-14,5,shoes,winter,q4,4154.0,94,0.36,-0.038
2020-12-15,6,shoes,winter,q4,12939.999999999996,260,0.525,0.048499999999999995
2020-12-16,1,accessories,winter,q4,21686.0,441,0.41,0.05
2020-12-17,2,apparel,winter,q4,9976.0,252,0.35,-0.0485
2020-12-18,3,shoes,winter,q4,7168.0,183,0.35,0.1815
2020-12-19,4,shoes,winter,q4,7710.0,195,0.42,0.1765
2020-12-20,5,shoes,winter,q4,8643.0,159,0.36,0.022000000000000006
2020-12-21,6,shoes,winter,q4,17098.999999999996,286,0.525,0.028999999999999998
2020-12-22,1,accessories,winter,q4,32325.0,599,0.425,0.025
2020-12-22,4,shoes,winter,q4,55884.0,978,0.3499999999999999,0.05333333333333334
2020-12-23,2,apparel,winter,q4,15609.0,352,0.375,0.0495
2020-12-23,5,shoes,winter,q4,50160.0,815,0.5566666666666666,0.011333333333333334
2020-12-24,3,shoes,winter,q4,12589.0,281,0.355,0.109
2020-12-24,6,shoes,winter,q4,63385.0,1155,0.2066666666666667,0.08333333333333333
2020-12-25,1,accessories,winter,q4,76108.0,1374,0.39999999999999997,0.0030000000000000014
2020-12-25,4,shoes,winter,q4,10031.0,224,0.42,0.024000000000000007
2020-12-26,2,apparel,winter,q4,67477.0,1094,0.25,0.06933333333333333
2020-12-26,5,shoes,winter,q4,12000.999999999998,219,0.355,-0.048
2020-12-27,3,shoes,winter,q4,72249.0,1189,0.4133333333333334,0.04699999999999999
2020-12-27,6,shoes,winter,q4,20657.999999999996,352,0.51,0.044
2020-12-28,1,accessories,winter,q4,20433.0,594,0.515,-0.021
2020-12-28,4,shoes,winter,q4,56676.0,1001,0.3499999999999999,-0.06266666666666666
2020-12-29,2,apparel,winter,q4,26879.0,603,0.36,0.0010000000000000009
2020-12-29,5,shoes,winter,q4,50519.0,835,0.57,-0.006333333333333334
2020-12-30,3,shoes,winter,q4,26254.0,594,0.52,-0.0755
2020-12-30,6,shoes,winter,q4,85806.0,1148,0.20333333333333337,0.026666666666666672
2020-12-31,1,accessories,winter,q4,79992.0,1422,0.4466666666666667,0.048999999999999995
2020-12-31,4,shoes,winter,q4,18937.0,423,0.45999999999999996,0.106
2021-01-01,2,apparel,winter,q1,75033.0,1208,0.29333333333333333,0.13733333333333334
2021-01-01,5,shoes,winter,q1,17369.0,352,0.675,0.155
2021-01-02,3,shoes,winter,q1,72180.0,1193,0.45,0.023333333333333334
2021-01-02,6,shoes,winter,q1,27309.0,613,0.32,0.088
2021-01-03,1,accessories,winter,q1,40775.0,1259,0.4425,0.07075000000000001
2021-01-03,2,apparel,winter,q1,9530.0,320,0.4049999999999999,0.041
2021-01-03,3,shoes,winter,q1,6170.000000000002,315,0.355,0.06549999999999999
2021-01-03,4,shoes,winter,q1,61935.0,1189,0.39399999999999996,0.0598
2021-01-03,5,shoes,winter,q1,7710.0,195,0.56,0.16599999999999998
2021-01-03,6,shoes,winter,q1,9544.0,323,0.47500000000000003,0.0675
2021-01-04,2,apparel,winter,q1,24291.0,548,0.37499999999999994,0.0665
2021-01-04,5,shoes,winter,q1,53908.0,886,0.5933333333333334,0.038
2021-01-05,1,accessories,winter,q1,20080.0,1080,0.35666666666666663,0.11399999999999999
2021-01-05,2,apparel,winter,q1,29918.0,1080,0.36999999999999994,0.05833333333333334
2021-01-05,3,shoes,winter,q1,46480.0,1328,0.41800000000000004,-0.0018000000000000002
2021-01-05,4,shoes,winter,q1,25330.0,774,0.45,0.08266666666666667
2021-01-05,5,shoes,winter,q1,19168.0,521,0.3,-0.017333333333333336
2021-01-05,6,shoes,winter,q1,109526.0,1904,0.385,0.04066666666666666
2021-01-06,1,accessories,winter,q1,144318.0,3308,0.4257142857142857,0.08042857142857142
2021-01-06,2,apparel,winter,q1,41059.0,1226,0.415,0.10025
2021-01-06,3,shoes,winter,q1,28953.000000000007,1232,0.4225,0.04525
2021-01-06,4,shoes,winter,q1,42455.0,1255,0.44166666666666665,0.0255
2021-01-06,5,shoes,winter,q1,42273.0,973,0.485,0.01025
2021-01-06,6,shoes,winter,q1,41639.0,1246,0.515,0.005500000000000001
2021-01-07,1,accessories,winter,q1,24750.0,625,0.455,-0.08499999999999999
2021-01-07,2,apparel,winter,q1,97268.0,1716,0.368,0.11300000000000002
2021-01-07,3,shoes,winter,q1,11520.000000000002,390,0.35,-0.0395
2021-01-07,4,shoes,winter,q1,6636.0,192,0.37,0.024999999999999998
2021-01-07,5,shoes,winter,q1,27022.0,544,0.5075000000000001,0.09025
2021-01-07,6,shoes,winter,q1,14997.0,381,0.425,-0.004
2021-01-08,3,shoes,winter,q1,78611.0,1312,0.46666666666666673,0.04533333333333333
2021-01-08,6,shoes,winter,q1,24242.0,544,0.31,0.059000000000000004
2021-01-09,1,accessories,winter,q1,106568.0,2981,0.4714285714285715,0.05928571428571428
2021-01-09,2,apparel,winter,q1,60295.0,1636,0.38799999999999996,0.0994
2021-01-09,3,shoes,winter,q1,47003.00000000001,1686,0.332,0.0708
2021-01-09,4,shoes,winter,q1,104000.0,2379,0.38625,-0.0385
2021-01-09,5,shoes,winter,q1,63760.0,1385,0.41,0.0512
2021-01-09,6,shoes,winter,q1,62274.0,1692,0.508,0.016799999999999995
2021-01-10,1,accessories,winter,q1,98314.0,2899,0.3845454545454545,0.03727272727272728
2021-01-10,2,apparel,winter,q1,104137.0,2605,0.36153846153846153,0.06992307692307692
2021-01-10,3,shoes,winter,q1,69422.0,2058,0.39454545454545453,0.07336363636363637
2021-01-10,4,shoes,winter,q1,39109.0,1041,0.3963636363636364,0.06563636363636363
2021-01-10,5,shoes,winter,q1,96228.0,1829,0.39749999999999996,0.06824999999999999
2021-01-10,6,shoes,winter,q1,61207.0,1636,0.4666666666666667,0.004111111111111108
2021-01-11,1,accessories,winter,q1,21383.0,871,0.47500000000000003,0.1885
2021-01-11,2,apparel,winter,q1,14934.0,608,0.41,0.0995
2021-01-11,3,shoes,winter,q1,33628.0,1171,0.46,0.14900000000000002
2021-01-11,4,shoes,winter,q1,8084.000000000003,413,0.46,-0.0395
2021-01-11,5,shoes,winter,q1,16359.0,473,0.41,0.0165
2021-01-11,6,shoes,winter,q1,119315.0,2013,0.39,0.097
2021-01-12,1,accessories,winter,q1,171979.0,3630,0.44125000000000003,0.084
2021-01-12,2,apparel,winter,q1,59482.0,1415,0.384,0.0954
2021-01-12,3,shoes,winter,q1,43901.0,1379,0.33199999999999996,0.07039999999999999
2021-01-12,4,shoes,winter,q1,54693.0,1392,0.3871428571428571,-0.017285714285714286
2021-01-12,5,shoes,winter,q1,56475.0,1127,0.40599999999999997,0.007400000000000001
2021-01-12,6,shoes,winter,q1,58393.0,1394,0.53,-0.0020000000000000005
2021-01-13,1,accessories,winter,q1,54208.0,1699,0.458,0.077
2021-01-13,2,apparel,winter,q1,136337.0,2833,0.37625,0.044875
2021-01-13,3,shoes,winter,q1,45651.0,1458,0.43200000000000005,0.0020000000000000005
2021-01-13,4,shoes,winter,q1,34014.0,1022,0.44800000000000006,0.0508
2021-01-13,5,shoes,winter,q1,56345.0,1251,0.48,0.0802857142857143
2021-01-13,6,shoes,winter,q1,51793.0,1455,0.422,0.088
2021-01-14,1,accessories,winter,q1,77002.0,1872,0.53,0.05419999999999999
2021-01-14,2,apparel,winter,q1,52509.0,1282,0.458,0.0346
2021-01-14,3,shoes,winter,q1,121031.0,2622,0.40499999999999997,0.0615
2021-01-14,4,shoes,winter,q1,30457.0,853,0.41,0.0772
2021-01-14,5,shoes,winter,q1,50606.0,1008,0.39599999999999996,0.041
2021-01-14,6,shoes,winter,q1,75105.0,1795,0.3757142857142857,0.05771428571428571
2021-01-15,1,accessories,winter,q1,32959.0,736,0.52,-0.0585
2021-01-15,4,shoes,winter,q1,66852.0,1190,0.35333333333333333,0.02966666666666667
2021-01-16,1,accessories,winter,q1,20169.000000000004,875,0.4066666666666667,-0.012333333333333335
2021-01-16,2,apparel,winter,q1,33741.0,1022,0.39399999999999996,0.0132
2021-01-16,3,shoes,winter,q1,7874.000000000003,554,0.41,-0.027666666666666662
2021-01-16,4,shoes,winter,q1,6184.0,326,0.4133333333333333,-0.002333333333333333
2021-01-16,5,shoes,winter,q1,89206.0,1651,0.49,0.11599999999999999
2021-01-16,6,shoes,winter,q1,13119.000000000002,571,0.4066666666666667,0.030333333333333334
2021-01-17,1,accessories,winter,q1,116170.0,3163,0.4033333333333333,0.0325
2021-01-17,2,apparel,winter,q1,97224.0,2359,0.405,0.0565
2021-01-17,3,shoes,winter,q1,110290.0,2909,0.42214285714285715,0.07514285714285715
2021-01-17,4,shoes,winter,q1,52702.0,1324,0.41583333333333333,0.07466666666666667
2021-01-17,5,shoes,winter,q1,67615.0,1395,0.38666666666666666,0.043916666666666666
2021-01-17,6,shoes,winter,q1,197182.0,3767,0.384,0.03853333333333333
2021-01-18,1,accessories,winter,q1,116853.0,2331,0.422,-0.0246
2021-01-18,2,apparel,winter,q1,16317.0,548,0.41,0.16399999999999998
2021-01-18,3,shoes,winter,q1,10837.0,548,0.3999999999999999,0.11050000000000001
2021-01-18,4,shoes,winter,q1,23531.0,730,0.45499999999999996,0.056
2021-01-18,5,shoes,winter,q1,16822.0,423,0.42,0.14750000000000002
2021-01-18,6,shoes,winter,q1,16317.0,548,0.565,0.025
2021-01-19,1,accessories,winter,q1,38511.0,1186,0.5433333333333333,0.06466666666666666
2021-01-19,2,apparel,winter,q1,124632.0,2353,0.35000000000000003,0.04650000000000001
2021-01-19,3,shoes,winter,q1,20345.0,875,0.34,0.09566666666666666
2021-01-19,4,shoes,winter,q1,18219.999999999996,652,0.42333333333333334,-0.07033333333333334
2021-01-19,5,shoes,winter,q1,41160.0,968,0.542,0.018
2021-01-19,6,shoes,winter,q1,28629.0,881,0.6033333333333334,0.03333333333333333
2021-01-20,1,accessories,winter,q1,27231.000000000004,914,0.47000000000000003,-0.012499999999999997
2021-01-20,2,apparel,winter,q1,19868.0,667,0.3999999999999999,0.118
2021-01-20,3,shoes,winter,q1,89992.0,1931,0.43200000000000005,0.078
2021-01-20,4,shoes,winter,q1,11698.0,476,0.465,0.061
2021-01-20,5,shoes,winter,q1,21370.0,540,0.415,0.04800000000000001
2021-01-20,6,shoes,winter,q1,48387.0,1159,0.44,0.07375
2021-01-21,1,accessories,winter,q1,67401.0,1554,0.4800000000000001,0.05960000000000001
2021-01-21,2,apparel,winter,q1,24674.0,527,0.45333333333333337,0.10133333333333334
2021-01-21,3,shoes,winter,q1,18906.0,507,0.36999999999999994,-0.0006666666666666626
2021-01-21,4,shoes,winter,q1,85115.0,1474,0.345,0.08783333333333333
2021-01-21,5,shoes,winter,q1,19986.0,355,0.35666666666666663,0.04033333333333333
2021-01-21,6,shoes,winter,q1,24097.0,514,0.3999999999999999,0.09366666666666668
2021-01-22,1,accessories,winter,q1,24995.0,635,0.47000000000000003,0.10550000000000001
2021-01-22,2,apparel,winter,q1,38435.0,909,0.39,0.10275000000000001
2021-01-22,3,shoes,winter,q1,11100.000000000002,375,0.46,-0.0125
2021-01-22,4,shoes,winter,q1,6678.0,192,0.45,0.087
2021-01-22,5,shoes,winter,q1,97131.0,1453,0.5,0.0402
2021-01-22,6,shoes,winter,q1,14997.0,381,0.47000000000000003,-0.006999999999999999
2021-01-23,1,accessories,winter,q1,64867.0,2641,0.44222222222222224,0.03811111111111111
2021-01-23,2,apparel,winter,q1,56409.00000000001,1995,0.41333333333333333,0.06666666666666667
2021-01-23,3,shoes,winter,q1,67759.0,2523,0.4509090909090909,0.001545454545454548
2021-01-23,4,shoes,winter,q1,32006.0,1284,0.44,0.045000000000000005
2021-01-23,5,shoes,winter,q1,48187.0,1370,0.3955555555555555,0.10577777777777778
2021-01-23,6,shoes,winter,q1,142602.0,3166,0.35083333333333333,0.020416666666666666
2021-01-24,1,accessories,winter,q1,162900.0,3792,0.39692307692307693,0.0536923076923077
2021-01-24,2,apparel,winter,q1,73677.0,1803,0.409,0.055099999999999996
2021-01-24,3,shoes,winter,q1,66961.0,1778,0.37,0.048799999999999996
2021-01-24,4,shoes,winter,q1,52602.0,1328,0.3908333333333333,0.05291666666666667
2021-01-24,5,shoes,winter,q1,45544.00000000001,918,0.395,0.03319999999999999
2021-01-24,6,shoes,winter,q1,100023.0,2307,0.35833333333333334,0.015666666666666666
2021-01-25,2,apparel,winter,q1,82562.0,1480,0.19999999999999998,0.030000000000000002
2021-01-25,5,shoes,winter,q1,12626.0,286,0.6700000000000002,-0.011499999999999996
2021-01-26,1,accessories,winter,q1,25117.999999999996,760,0.4166666666666667,0.09800000000000002
2021-01-26,2,apparel,winter,q1,31581.0,760,0.46666666666666673,0.11533333333333333
2021-01-26,3,shoes,winter,q1,96192.0,2018,0.3733333333333333,0.04800000000000001
2021-01-26,4,shoes,winter,q1,21310.0,511,0.4066666666666667,0.03933333333333333
2021-01-26,5,shoes,winter,q1,20452.000000000004,449,0.36000000000000004,0.0013333333333333322
2021-01-26,6,shoes,winter,q1,63099.0,1277,0.302,0.07039999999999999
2021-01-27,1,accessories,winter,q1,33084.0,844,0.52,-0.0455
2021-01-27,4,shoes,winter,q1,60267.00000000001,1175,0.2899999999999999,0.06166666666666667
2021-01-28,2,apparel,winter,q1,29799.0,672,0.355,0.054000000000000006
2021-01-28,5,shoes,winter,q1,70534.0,1168,0.5033333333333334,0.10766666666666667
2021-01-29,3,shoes,winter,q1,32010.0,715,0.5,-0.051
2021-01-29,6,shoes,winter,q1,81819.0,1256,0.16333333333333333,0.09433333333333334
2021-01-30,1,accessories,winter,q1,70565.0,1400,0.36000000000000004,0.057
2021-01-30,4,shoes,winter,q1,21028.0,531,0.465,0.15400000000000003
2021-01-31,2,apparel,winter,q1,76341.0,1374,0.20666666666666667,0.04033333333333334
2021-01-31,5,shoes,winter,q1,16575.0,375,0.6700000000000002,-0.087
2021-02-01,3,shoes,winter,q1,56420.00000000001,1092,0.35000000000000003,0.025999999999999995
2021-02-01,6,shoes,winter,q1,44250.0,750,0.305,-0.044
2021-02-02,1,accessories,winter,q1,37511.0,953,0.52,0.1365
2021-02-02,4,shoes,winter,q1,56844.00000000001,1101,0.3066666666666666,0.03766666666666666
2021-02-03,1,accessories,winter,q1,19060.0,640,0.355,0.017
2021-02-03,2,apparel,winter,q1,39027.0,945,0.39249999999999996,0.03225
2021-02-03,3,shoes,winter,q1,5200.000000000002,260,0.365,0.0505
2021-02-03,4,shoes,winter,q1,2335.0000000000005,95,0.36499999999999994,0.049
2021-02-03,5,shoes,winter,q1,71482.0,1241,0.522,0.0906
2021-02-03,6,shoes,winter,q1,4659.999999999999,315,0.455,0.071
2021-02-04,1,accessories,winter,q1,66041.0,2226,0.384,0.0356
2021-02-04,2,apparel,winter,q1,59875.0,1767,0.376,0.08480000000000001
2021-02-04,3,shoes,winter,q1,74615.0,2218,0.4357142857142858,0.04342857142857143
2021-02-04,4,shoes,winter,q1,39613.0,1267,0.45200000000000007,0.1202
2021-02-04,5,shoes,winter,q1,50378.0,1188,0.35,0.027000000000000003
2021-02-04,6,shoes,winter,q1,122253.0,2739,0.38375000000000004,0.094125
2021-02-05,1,accessories,winter,q1,99869.0,2100,0.398,0.0069999999999999975
2021-02-05,2,apparel,winter,q1,9998.0,254,0.45,0.0635
2021-02-05,3,shoes,winter,q1,9385.0,315,0.37499999999999994,0.081
2021-02-05,4,shoes,winter,q1,28467.0,761,0.4,0.1092
2021-02-05,5,shoes,winter,q1,15514.0,326,0.36999999999999994,0.1426666666666667
2021-02-05,6,shoes,winter,q1,18348.0,480,0.39666666666666656,0.024333333333333332
2021-02-06,1,accessories,winter,q1,19060.0,645,0.37,0.112
2021-02-06,2,apparel,winter,q1,86024.0,1612,0.282,-0.0188
2021-02-06,3,shoes,winter,q1,5064.000000000002,256,0.355,0.0049999999999999975
2021-02-06,4,shoes,winter,q1,2450.0000000000005,98,0.37,-0.022500000000000003
2021-02-06,5,shoes,winter,q1,34027.0,787,0.6125,0.034749999999999996
2021-02-06,6,shoes,winter,q1,4701.999999999999,318,0.47000000000000003,0.0405
2021-02-07,1,accessories,winter,q1,66512.0,1763,0.5066666666666667,0.03266666666666666
2021-02-07,2,apparel,winter,q1,44171.0,1190,0.39666666666666667,0.024333333333333335
2021-02-07,3,shoes,winter,q1,95006.00000000001,2422,0.32666666666666666,0.05716666666666667
2021-02-07,4,shoes,winter,q1,27452.0,794,0.37499999999999994,0.027500000000000004
2021-02-07,5,shoes,winter,q1,44261.0,889,0.41,0.078
2021-02-07,6,shoes,winter,q1,72138.0,1634,0.4375,0.02375
2021-02-08,1,accessories,winter,q1,86833.0,2306,0.4428571428571428,0.06614285714285714
2021-02-08,2,apparel,winter,q1,14404.0,430,0.4119999999999999,0.08199999999999999
2021-02-08,3,shoes,winter,q1,13642.000000000004,565,0.44800000000000006,0.1014
2021-02-08,4,shoes,winter,q1,63467.00000000001,1329,0.4075,0.041
2021-02-08,5,shoes,winter,q1,18222.0,422,0.354,0.07880000000000001
2021-02-08,6,shoes,winter,q1,24092.0,716,0.466,0.0732
2021-02-09,1,accessories,winter,q1,23543.0,677,0.3999999999999999,0.0725
2021-02-09,2,apparel,winter,q1,52386.00000000001,1039,0.365,0.045
2021-02-09,3,shoes,winter,q1,7257.000000000002,293,0.36,0.059
2021-02-09,4,shoes,winter,q1,3870.0000000000005,130,0.37499999999999994,-0.004500000000000004
2021-02-09,5,shoes,winter,q1,74164.0,1267,0.466,-0.0008000000000000007
2021-02-09,6,shoes,winter,q1,8462.0,344,0.455,0.14150000000000001
2021-02-10,1,accessories,winter,q1,107198.0,2750,0.4328571428571429,-0.03442857142857143
2021-02-10,2,apparel,winter,q1,65420.0,1578,0.3828571428571429,0.022857142857142857
2021-02-10,3,shoes,winter,q1,91817.0,2400,0.38222222222222224,0.08377777777777778
2021-02-10,4,shoes,winter,q1,41136.0,1050,0.3633333333333333,0.10883333333333334
2021-02-10,5,shoes,winter,q1,58614.0,1150,0.3333333333333333,0.03366666666666667
2021-02-10,6,shoes,winter,q1,146677.0,2892,0.3844444444444444,0.066
2021-02-11,1,accessories,winter,q1,141290.0,3589,0.40857142857142853,0.08542857142857142
2021-02-11,2,apparel,winter,q1,33143.0,1094,0.4175,-0.007249999999999997
2021-02-11,3,shoes,winter,q1,24744.000000000004,1223,0.425,0.04775
2021-02-11,4,shoes,winter,q1,46791.0,1487,0.45142857142857146,0.08614285714285715
2021-02-11,5,shoes,winter,q1,44969.0,1168,0.40599999999999997,0.05
2021-02-11,6,shoes,winter,q1,37723.0,1423,0.556,0.0348
2021-02-12,1,accessories,winter,q1,108446.0,2697,0.49142857142857144,0.03471428571428571
2021-02-12,2,apparel,winter,q1,138989.0,2805,0.36,-0.012300000000000002
2021-02-12,3,shoes,winter,q1,43300.0,1411,0.40285714285714286,0.10142857142857142
2021-02-12,4,shoes,winter,q1,32196.0,916,0.39428571428571424,0.058428571428571434
2021-02-12,5,shoes,winter,q1,89885.0,1753,0.44999999999999996,0.07155555555555555
2021-02-12,6,shoes,winter,q1,64822.0,1646,0.42857142857142855,0.06271428571428571
2021-02-13,1,accessories,winter,q1,22654.999999999996,795,0.45333333333333337,-0.0050000000000000044
2021-02-13,2,apparel,winter,q1,23492.0,636,0.47000000000000003,0.11766666666666668
2021-02-13,3,shoes,winter,q1,89213.0,1888,0.38166666666666665,0.11133333333333334
2021-02-13,4,shoes,winter,q1,14668.0,393,0.45333333333333337,0.018
2021-02-13,5,shoes,winter,q1,12006.000000000004,286,0.40666666666666657,0.13
