retailer,retailer_id,invoice_date,region,state,city,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin,sales_method,product_id,region_id,store_id,date_id,sales_amount,profit_margin,growth_rate,product_prod,category,subcategory,unit_price,cost_price,launch_date,performance_score,retailer_store,retailer_id_store,state_store,city_store,store_type,store_size,store_location,store_performance,region_region,region_population,market_size,average_income,market_potential,growth_opportunity,date,month,year,season,is_holiday,time_period
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Athletic Footwear,55.00000000000001,325,178750.00000000003,62562.50000000001,0.35,Online,2,5,82,2579,17875.000000000004,0.35,0.072,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-12-21,12,2021,winter,0,q4
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Street Footwear,55.00000000000001,275,151250.00000000003,60500.000000000015,0.4,Online,3,5,82,2580,15125.000000000002,0.4,-0.098,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-12-21,12,2021,winter,0,q4
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Athletic Footwear,50.0,225,112500.0,45000.0,0.4,Online,4,5,82,2581,11250.0,0.4,0.04,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-12-21,12,2021,winter,0,q4
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Men's Apparel,60.0,225,135000.0,47250.0,0.35,Online,5,5,82,2582,13500.0,0.35,0.09,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-12-21,12,2021,winter,0,q4
Foot Locker,1185732,2021-12-21,Southeast,Kentucky,Louisville,Women's Apparel,64.99999999999999,325,211249.99999999994,84499.99999999999,0.4,Online,6,5,82,2583,21124.999999999996,0.4,0.067,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-12-21,12,2021,winter,0,q4
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Street Footwear,30.000000000000004,725,217500.00000000003,87000.00000000001,0.4,Online,1,5,82,2584,21750.000000000004,0.4,0.066,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.000000000000004,525,157500.00000000003,55125.00000000001,0.35,Online,2,5,82,2585,15750.000000000002,0.35,0.049,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,1,q1
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Street Footwear,20.000000000000007,525,105000.00000000004,42000.00000000002,0.4,Online,3,5,82,2586,10500.000000000004,0.4,0.133,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25.0,375,93750.0,37500.0,0.4,Online,4,5,82,2587,9375.0,0.4,0.083,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Men's Apparel,40.0,425,170000.0,59499.99999999999,0.35,Online,5,5,82,2588,17000.0,0.35,-0.075,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,0,q1
Foot Locker,1185732,2021-01-20,Southeast,Kentucky,Louisville,Women's Apparel,30.000000000000004,525,157500.00000000003,78750.00000000001,0.5,Online,6,5,82,2589,15750.000000000002,0.5,-0.058,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-01-20,1,2021,winter,0,q1
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Street Footwear,30.000000000000004,775,232500.00000000003,93000.00000000001,0.4,Online,1,5,82,2590,23250.000000000004,0.4,0.186,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-02-18,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30.000000000000004,425,127500.00000000001,44625.0,0.35,Online,2,5,82,2591,12750.000000000002,0.35,0.013,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-02-18,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-18,Southeast,Kentucky,Louisville,Women's Street Footwear,20.000000000000007,475,95000.00000000003,38000.000000000015,0.4,Online,3,5,82,2592,9500.000000000004,0.4,0.015,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Kentucky,Louisville,outlet,medium,louisville,75.17,Southeast,3593314,medium,66780,54,62,2021-02-18,2,2021,winter,1,q1
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.0,325,81250.0,32500.0,0.4,Online,4,2,83,2593,8125.0,0.4,-0.099,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-02-18,2,2021,winter,1,q1
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Men's Apparel,40.0,400,160000.0,56000.0,0.35,Online,5,2,83,2594,16000.0,0.35,0.006,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-02-18,2,2021,winter,0,q1
Foot Locker,1185732,2021-02-18,South,Mississippi,Jackson,Women's Apparel,25.0,500,125000.0,62500.0,0.5,Online,6,2,83,2595,12500.0,0.5,0.13,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-02-18,2,2021,winter,0,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Street Footwear,25.0,720,180000.0,72000.0,0.4,Online,1,2,83,2596,18000.0,0.4,0.16,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,1,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,400,100000.0,35000.0,0.35,Online,2,2,83,2597,10000.0,0.35,0.017,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000002,425,63750.00000000001,25500.000000000004,0.4,Online,3,2,83,2598,6375.000000000001,0.4,0.195,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,19.999999999999996,275,54999.99999999999,22000.0,0.4,Online,4,2,83,2599,5499.999999999999,0.4000000000000001,0.18,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Men's Apparel,35.00000000000001,325,113750.00000000003,39812.50000000001,0.35,Online,5,2,83,2600,11375.000000000002,0.35,-0.033,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,0,q1
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Apparel,25.0,425,106250.0,53125.0,0.5,Online,6,2,83,2601,10625.0,0.5,0.022,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-03-16,3,2021,spring,0,q1
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Street Footwear,25.0,675,168750.0,67500.0,0.4,Online,1,2,83,2602,16875.0,0.4,0.166,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Athletic Footwear,25.0,375,93750.0,32812.5,0.35,Online,2,2,83,2603,9375.0,0.35,0.131,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Street Footwear,15.000000000000002,375,56250.00000000001,22500.000000000004,0.4,Online,3,2,83,2604,5625.000000000001,0.4,0.131,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Athletic Footwear,19.999999999999996,300,59999.99999999999,24000.0,0.4,Online,4,2,83,2605,5999.999999999999,0.4,-0.077,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Men's Apparel,40.0,325,130000.0,45500.0,0.35,Online,5,2,83,2606,13000.0,0.35,-0.029,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,0,q2
Foot Locker,1185732,2021-04-17,South,Mississippi,Jackson,Women's Apparel,30.000000000000004,475,142500.00000000003,71250.00000000001,0.5,Online,6,2,83,2607,14250.000000000002,0.5,0.114,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-04-17,4,2021,spring,1,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Street Footwear,40.0,745,298000.0,119200.0,0.4,Online,1,2,83,2608,29800.0,0.4,0.012,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,450,180000.0,62999.99999999999,0.35,Online,2,2,83,2609,18000.0,0.35,0.114,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Street Footwear,35.0,425,148750.0,59500.0,0.4,Online,3,2,83,2610,14875.0,0.4,0.155,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Athletic Footwear,35.0,375,131250.0,52500.0,0.4,Online,4,2,83,2611,13125.0,0.4,-0.023,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,0,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Men's Apparel,44.99999999999999,400,179999.99999999997,62999.999999999985,0.35,Online,5,2,83,2612,17999.999999999996,0.35,-0.04,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,1,q2
Foot Locker,1185732,2021-05-16,South,Mississippi,Jackson,Women's Apparel,49.99999999999999,500,249999.99999999997,124999.99999999999,0.5,Online,6,2,83,2613,24999.999999999996,0.5,0.153,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-05-16,5,2021,spring,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Street Footwear,44.99999999999999,750,337499.99999999994,134999.99999999997,0.4,Online,1,2,83,2614,33749.99999999999,0.39999999999999997,0.101,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Athletic Footwear,40.0,500,200000.0,70000.0,0.35,Online,2,2,83,2615,20000.0,0.35,0.066,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Street Footwear,45.0,475,213750.0,85500.0,0.4,Online,3,2,83,2616,21375.0,0.4,-0.049,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Athletic Footwear,45.0,450,202500.0,81000.0,0.4,Online,4,2,83,2617,20250.0,0.4,0.077,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Men's Apparel,60.0,450,270000.0,94500.0,0.35,Online,5,2,83,2618,27000.0,0.35,0.153,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-06-18,South,Mississippi,Jackson,Women's Apparel,65.0,625,406250.0,203125.0,0.5,Online,6,2,83,2619,40625.0,0.5,-0.009,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-06-18,6,2021,summer,0,q2
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,60.0,850,510000.0,204000.0,0.4,Online,1,2,83,2620,51000.0,0.4,0.024,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Foot Locker,1185732,Mississippi,Jackson,online,large,jackson,61.19,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,0,q3
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Athletic Footwear,55.00000000000001,600,330000.00000000006,115500.00000000001,0.35,Online,2,2,84,2621,33000.00000000001,0.35,0.052,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,0,q3
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,262500.0,105000.0,0.4,Online,3,2,84,2622,26250.0,0.4,-0.037,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,0,q3
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Athletic Footwear,50.0,475,237500.0,95000.0,0.4,Online,4,2,84,2623,23750.0,0.4,-0.04,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,0,q3
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Men's Apparel,60.0,500,300000.0,105000.0,0.35,Online,5,2,84,2624,30000.0,0.35,-0.02,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,1,q3
Walmart,1185732,2021-07-16,South,Mississippi,Jackson,Women's Apparel,65.0,675,438750.0,219375.0,0.5,Online,6,2,84,2625,43875.0,0.5,0.08,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-07-16,7,2021,summer,0,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Street Footwear,60.0,825,495000.0,198000.0,0.4,Online,1,2,84,2626,49500.0,0.4,0.183,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,0,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Athletic Footwear,55.00000000000001,600,330000.00000000006,115500.00000000001,0.35,Online,2,2,84,2627,33000.00000000001,0.35,0.006,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,1,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Street Footwear,50.0,525,262500.0,105000.0,0.4,Online,3,2,84,2628,26250.0,0.4,0.138,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,0,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Athletic Footwear,40.0,475,190000.0,76000.0,0.4,Online,4,2,84,2629,19000.0,0.4,0.052,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,0,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Men's Apparel,50.0,450,225000.0,78750.0,0.35,Online,5,2,84,2630,22500.0,0.35,0.198,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,0,q3
Walmart,1185732,2021-08-17,South,Mississippi,Jackson,Women's Apparel,55.00000000000001,625,343750.00000000006,171875.00000000003,0.5,Online,6,2,84,2631,34375.00000000001,0.5,-0.059,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-08-17,8,2021,summer,1,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Street Footwear,50.0,725,362500.0,145000.0,0.4,Online,1,2,84,2632,36250.0,0.4,-0.052,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Athletic Footwear,45.000000000000014,525,236250.0000000001,82687.50000000003,0.35,Online,2,2,84,2633,23625.000000000007,0.35,0.02,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Street Footwear,20.000000000000007,425,85000.00000000003,34000.000000000015,0.4,Online,3,2,84,2634,8500.000000000004,0.4,0.175,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.000000000000007,400,80000.00000000003,32000.000000000015,0.4,Online,4,2,84,2635,8000.000000000003,0.4,0.099,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Men's Apparel,30.000000000000004,400,120000.00000000001,42000.0,0.35,Online,5,2,84,2636,12000.000000000002,0.35,0.123,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-09-16,South,Mississippi,Jackson,Women's Apparel,35.00000000000001,500,175000.00000000003,87500.00000000001,0.5,Online,6,2,84,2637,17500.000000000004,0.5,0.137,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-09-16,9,2021,fall,0,q3
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Street Footwear,35.00000000000001,675,236250.00000000006,94500.00000000003,0.4,Online,1,2,84,2638,23625.000000000004,0.4,-0.048,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Athletic Footwear,25.00000000000001,500,125000.00000000006,43750.000000000015,0.35,Online,2,2,84,2639,12500.000000000005,0.35,-0.089,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Street Footwear,25.00000000000001,375,93750.00000000004,37500.00000000002,0.4,Online,3,2,84,2640,9375.000000000004,0.4,0.093,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Women's Athletic Footwear,25.00000000000001,350,87500.00000000004,35000.00000000002,0.4,Online,4,2,84,2641,8750.000000000004,0.4,-0.043,Women's Athletic Footwear,shoes,running,90.02,51.84,2022-11-01,93.8,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Walmart,1185732,2021-10-18,South,Mississippi,Jackson,Men's Apparel,35.00000000000001,350,122500.00000000003,42875.00000000001,0.35,Online,5,2,84,2642,12250.000000000002,0.35,-0.04,Men's Apparel,shoes,sneakers,65.33,33.25,2022-05-25,72.19,Walmart,1185732,Mississippi,Jackson,outlet,small,jackson,61.23,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Sports Direct,1185732,2021-10-18,South,Mississippi,Jackson,Women's Apparel,35.0,475,166250.0,83125.0,0.5,Online,6,2,85,2643,16625.0,0.5,0.173,Women's Apparel,shoes,sneakers,97.96,49.6,2024-04-28,92.81,Sports Direct,1185732,Mississippi,Jackson,retail,large,jackson,61.17,South,4225570,medium,34422,56,68,2021-10-18,10,2021,fall,0,q4
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Street Footwear,30.00000000000001,625,187500.00000000006,75000.00000000003,0.4,Online,1,2,85,2644,18750.000000000007,0.4,-0.099,Men's Street Footwear,accessories,caps,81.73,51.99,2023-01-08,78.72,Sports Direct,1185732,Mississippi,Jackson,retail,large,jackson,61.17,South,4225570,medium,34422,56,68,2021-11-17,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Men's Athletic Footwear,20.00000000000001,450,90000.00000000004,31500.000000000015,0.35,Online,2,2,85,2645,9000.000000000005,0.35,-0.054,Men's Athletic Footwear,apparel,jackets,42.77,33.67,2022-01-17,82.39,Sports Direct,1185732,Mississippi,Jackson,retail,large,jackson,61.17,South,4225570,medium,34422,56,68,2021-11-17,11,2021,fall,0,q4
Sports Direct,1185732,2021-11-17,South,Mississippi,Jackson,Women's Street Footwear,30.000000000000014,395,118500.00000000006,47400.00000000003,0.4,Online,3,2,85,2646,11850.000000000005,0.4,-0.09,Women's Street Footwear,shoes,running,86.9,56.37,2024-08-12,79.33,Sports Direct,1185732,Mississippi,Jackson,retail,large,jackson,61.17,South,4225570,medium,34422,56,68,2021-11-17,11,2021,fall,1,q4
